id,link,sectors,severity,answers
640,https://www.latribunadeciudadreal.es/noticia/zedf2ee7b-c0cf-523b-174769fcd24140d1/202309/la-lluvia-deja-seis-incidencias-y-casi-15-litros-en-la-capital,['Energia'],{'Energia': 0.23809523809523808},"{0: 0.25, 1: 0.5}"
641,https://www.bbc.com/mundo/articles/cn0g331dxw4o,"['Sanidad', 'Agua y Alimentos']","{'Sanidad': 0.8333333333333334, 'Agua y Alimentos': 0.3333333333333333}","{10: 1.0, 11: 1.0, 13: 1.0, 15: 1.0}"
642,https://www.antena3.com/noticias/el-tiempo/actualidad/video-dana-expres-inunda-100-casas-destroza-cosechas-iniesta-motilla-palancar_20230920650ac15d4fd7bf0001a62df2.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.1875, 'Agua y Alimentos': 0.6666666666666666}","{8: 0.75, 14: 1.0, 16: 1.0}"
643,https://www.laprensagrafica.com/elsalvador/Lluvias-causaron-inundacion-de-calle-20230918-0086.html,[],{},{}
644,https://efe.com/espana/2023-09-15/alerta-lluvia-espana-mediterraneo/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
645,https://www.newtral.es/inundaciones-libia/20230916/,[],{},{}
646,https://www.cmmedia.es/noticias/castilla-la-mancha/granizo-inundaciones-danos-pueblos-albacete-cuenca.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
647,https://www.latribunadeciudadreal.es/noticia/zd3578572-966d-4f78-e5e9375e978c2e46/202309/las-tablas-con-menos-de-diez-hectareas-encharcadas,[],{},{}
648,https://www.nytimes.com/es/2023/09/12/espanol/libia-inundaciones.html,[],{},{}
649,https://cnnespanol.cnn.com/2023/09/17/paises-territorios-graves-inundaciones-futuro-cambio-climatico-trax,[],{},{}
650,https://www.bbc.com/mundo/articles/cn015l0n28no,[],{},{}
651,https://es.euronews.com/2023/09/13/libia-mas-de-6200-muertos-y-10-000-desaparecidos-por-el-ciclon-daniel-inundaciones-presas,"['Energia', 'Infraestructura digital']","{'Energia': 0.7142857142857143, 'Infraestructura digital': 0.18181818181818182}","{0: 1.0, 1: 1.0, 21: 1.0}"
652,https://www.vozdeamerica.com/a/cierran-ciudad-libia-para-buscar-10100-desaparecidos-tras-inundaciones/7269618.html,['Sanidad'],{},{}
653,https://es.euronews.com/tag/tormenta?p=3,[],{},{}
654,https://www.latribunadetoledo.es/noticia/z99809612-0d08-0010-efbfbb5da50bd1f2/202309/lo-que-trajo-una-dana-otra-se-lo-llevo,[],{},{}
655,https://www.latribunadeciudadreal.es/noticia/zd1b88132-a925-eee4-3602a803462d667f/202309/sin-rastro-de-la-lluvia-en-el-pantano,['Agua y Alimentos'],{'Agua y Alimentos': 0.8333333333333334},"{14: 0.75, 15: 1.0, 16: 0.75}"
656,https://www.lanzadigital.com/provincia/socuellamos/la-dana-provoca-siniestros-en-2-000-hectareas-agrarias-en-la-provincia-de-ciudad-real/,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
657,https://www.larazon.es/el-tiempo/asi-sera-efecto-fujiwhara-que-llegara-espana-paso-dana-que-que-zonas-afectara_2023090764f9c15283dfa50001887b6b.html,[],{},{}
658,https://www.latribunadeciudadreal.es/noticia/zcaef883c-f891-4482-bb688caec4bb11bb/202309/junta-moviliza-700-efectivos-para-limpiar-los-danos-de-la-dana,"['Sanidad', 'Agua y Alimentos']",{'Agua y Alimentos': 0.3333333333333333},{15: 1.0}
659,https://www.univision.com/local/miami-wltv/tiempo/la-marea-real-trae-inundaciones-costeras-a-las-calles-de-miami,[],{},{}
660,https://www.20minutos.es/lainformacion/economia-y-finanzas/-dinero-que-podras-reclamar-si-vives-esta-ciudad-te-afecto-dana-un-fuego-5284380/,"['Energia', 'Transporte']","{'Energia': 0.4166666666666667, 'Transporte': 0.4375}","{0: 0.75, 1: 0.25, 7: 0.75, 8: 1.0}"
661,https://www.latribunadeciudadreal.es/noticia/z3b17c4c7-f342-51c1-e95bf49c629ac9ca/202309/veintidos-pueblos-informan-de-danos-tras-el-paso-de-la-dana,[],{},{}
662,https://www.latribunadeciudadreal.es/noticia/zbe99fbcf-92f7-9ade-fa14b6a1c5e8da46/202309/dana-provoca-perdidas-de-mas-de-dos-millones-en-los-cortijos,[],{},{}
663,https://www.rtve.es/noticias/20230904/dana-temporal-renfe-gratis-cambio-anulacion-billete/2455087.shtml,['Transporte'],{'Transporte': 0.25},{7: 1.0}
664,https://eldoce.tv/sociedad/fuerte-tormenta-viento-danos-peatonal-vieja-legislatura-cordoba_157247/,[],{},{}
665,https://www.perfil.com/noticias/cordoba/arboles-caidos-y-cortes-de-luz-por-el-vendaval-en-la-ciudad-de-cordoba.phtml,['Energia'],{'Energia': 0.5952380952380952},"{0: 0.75, 1: 1.0}"
666,https://www.diariocordoba.com/cordoba-ciudad/2023/10/24/cordoba-sufre-rachas-viento-110-93669068.html,"['Energia', 'Transporte']","{'Energia': 0.35714285714285715, 'Transporte': 0.25}","{0: 0.5, 1: 0.5, 8: 1.0}"
667,https://www.eldiadecordoba.es/cordoba/Elrow-Cordoba-adelante-festival-destrozos-temporal_0_1841817939.html,[],{},{}
668,https://www.cordobabn.com/articulo/cordoba/el/20231025103434175989.html,[],{},{}
669,https://www.lavoz.com.ar/servicios/en-fotos-el-desastre-que-provoco-el-viento-en-cordoba/,['Energia'],{'Energia': 0.4166666666666667},"{0: 0.5, 1: 0.75}"
670,http://cordoba.mitelefe.com/cordoba/advertencia-de-fuertes-vientos-en-cordoba-y-otras-nueve-provincias/,[],{},{}
671,https://eldoce.tv/sociedad/lluvias-viento-granizo-alerta-tormenta-rige-cordoba_157233/,[],{},{}
672,https://www.pagina12.com.ar/610461-cuales-son-las-nueve-provincias-bajo-alerta-amarillo-y-naran,[],{},{}
673,https://semanariouniversidad.com/opinion/inundaciones-en-la-cuenca-del-rio-turrialba-procrastinacion-y-vision-futura/,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
674,https://www.elcomercio.es/asturias/gran-tormenta-dejo-tromba-agua-miles-rayos-consecuencias-asturias-gijon-siero-agua-20230912215324-nt.html,[],{},{}
675,https://www.elnacional.cat/es/sociedad/pantanos-catalunya-punto-llegar-nivel-mas-bajo-2008_1094994_102.html,['Agua y Alimentos'],{'Agua y Alimentos': 1.0},"{14: 1.0, 15: 1.0, 16: 1.0}"
676,https://www.adnrionegro.com.ar/2023/09/un-rio-atmosferico-afecta-la-zona-andina-y-genera-crecidas/,[],{},{}
677,https://elpais.com/espana/2023-09-20/un-centenar-de-casas-quedan-inundadas-por-las-lluvias-en-iniesta-cuenca.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.1875, 'Agua y Alimentos': 0.6666666666666666}","{8: 0.75, 14: 1.0, 16: 1.0}"
678,https://www.lasexta.com/noticias/sociedad/mas-100-casas-inundan-iniesta-cuenca-debido-fuertes-lluvias_20230920650ab0764fd7bf0001a60439.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
679,https://efe.com/espana/2023-09-20/fuertes-lluvias-incidencias/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
680,https://ladiaria.com.uy/politica/articulo/2023/9/inundaciones-en-cerro-largo-32-personas-continuan-evacuadas-en-rio-branco/,[],{},{}
681,https://www.el1digital.com.ar/sociedad/cuenca-matanza-riachuelo-realizan-trabajos-de-limpieza-para-evitar-inundaciones/,[],{},{}
682,https://www.20minutos.es/noticia/5174120/0/se-inundan-un-centenar-casas-iniesta-debido-las-fuertes-lluvias/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
683,https://www.prensalibre.com/guatemala/comunitario/por-que-crecen-los-rios-la-grafica-que-explica-6-razones-que-provocan-el-fenomeno-en-guatemala/,[],{},{}
684,https://www.vocesdecuenca.com/provincia/lamancha/rescates-negocios-devastados-y-nuevas-oportunidades-historias-que-dejo-la-dana-en-las-tierras-de-cuenca/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
685,https://efe.com/castilla-la-mancha/2023-09-26/los-afectados-por-la-dana-tienen-un-mes-para-pedir-ayudas/,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.25, 'Agua y Alimentos': 0.3333333333333333}","{8: 1.0, 15: 1.0}"
686,https://www.latribunadealbacete.es/noticia/zf682ccb6-0532-a817-45d330d4ffaba3d3/202309/la-dana-moviliza-al-sepei-en-albacete-y-el-sur-de-cuenca,['Agua y Alimentos'],{'Agua y Alimentos': 0.5833333333333334},"{14: 1.0, 16: 0.75}"
687,https://www.elcorreo.com/sociedad/sucesos/intensas-lluvias-dejan-inundaciones-zonas-gipuzkoa-navarra-20230520134830-nt.html,[],{},{}
688,https://www.noticiasdegipuzkoa.eus/sucesos/2023/05/20/inundaciones-bera-lluvias-torrenciales-danos-materiales-6826361.html,[],{},{}
689,https://www.eitb.eus/es/noticias/sociedad/detalle/9208716/la-lluvia-complica-situacion-entre-gipuzkoa-y-navarra/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
690,https://www.diariovasco.com/gipuzkoa/intensas-lluvias-dejan-inundaciones-bera-elevan-nivel-20230520095107-nt.html,[],{},{}
691,https://www.lasexta.com/noticias/sociedad/lluvias-torrenciales-dejan-inundaciones-navarra-gipuzkoa_202305206468bb8d277db7000166b6f5.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
692,https://navarra.okdiario.com/articulo/sucesos/carreteras-cortadas/20230520094320478629.html,[],{},{}
693,https://www.diariovasco.com/gipuzkoa/hernani-urnieta-erenozu-valoran-danos-pedir-ayudas-20230525205159-nt.html,[],{},{}
694,https://www.diariovasco.com/buruntzaldea/hernani/urumea-desborda-campo-rugby-hernani-huertas-ergobia-20230520125138-nt.html,[],{},{}
695,https://www.tiempo.com/ram/episodio-precipitaciones-intensas-mediterraneo-dana-baja-superficie-tormentas.html,[],{},{}
696,https://www.20minutos.es/noticia/5137565/0/la-dana-deja-fuertes-tormentas-granizadas-e-inundaciones-en-espana/,"['Transporte', 'Sanidad', 'Aguas Residuales']","{'Transporte': 0.1875, 'Sanidad': 0.3333333333333333, 'Aguas Residuales': 1.0}","{8: 0.75, 10: 1.0, 17: 1.0, 18: 1.0, 19: 1.0}"
697,https://www.publico.es/sociedad/lluvias-causan-inundaciones-obligan-cortar-carreteras-catalunya.html,"['Transporte', 'Aguas Residuales']","{'Transporte': 0.25, 'Aguas Residuales': 0.8823529411764706}","{8: 1.0, 17: 1.0, 19: 1.0}"
698,https://cronicaglobal.elespanol.com/vida/20230613/ovejas-muertas-carreteras-cortadas-tormentas-estragos-cataluna/771172959_0.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
699,https://www.lavanguardia.com/vida/20230916/9231508/imagenes-dejan-lluvias-ultimas-horas.html,[],{},{}
700,https://www.elperiodico.com/es/tiempo/20230920/tiempo-catalunya-hoy-miercoles-20-septiembre-2023-92312032,[],{},{}
701,https://www.timeout.es/barcelona/es/noticias/lluvias-y-tormentas-en-barcelona-una-dana-llega-a-la-ciudad-este-miercoles-091823,[],{},{}
702,https://www.eltiempo.es/noticias/una-fugaz-dana-cruzara-espana-dejando-fuertes-lluvias-y-tormentas,[],{},{}
703,https://www.xataka.com/ecologia-y-naturaleza/no-dana-tampoco-veranillo-espana-afronta-batidora-meteorologica-que-queda-septiembre,[],{},{}
704,https://www.antena3.com/noticias/el-tiempo/la-prevision/dia-calma-antes-llegada-nueva-dana_20230918650807a54fd7bf0001a13e3c.html,[],{},{}
705,https://www.canalsur.es/noticias/andalucia/granada/las-fuertes-lluvias-provocan-inundaciones-en-el-area-metropolitana-de-granada/1937202.html,['Transporte'],{},{}
706,https://www.ahoragranada.com/noticias/la-tormenta-deja-mas-de-un-centenar-de-incidencias-en-granada-la-mayoria-en-atarfe/,['Transporte'],{'Transporte': 0.125},{7: 0.5}
707,https://www.ideal.es/granada/tormenta-causa-inundaciones-distintos-puntos-granada-20230525201843-nt.html,[],{},{}
708,https://www.granadahoy.com/granada/lluvias-mayo-Granada-media-historica_0_1797720804.html,[],{},{}
709,https://www.eltiempo.es/noticias/ultima-hora-de-las-inundaciones-la-dana-se-ceba-con-almeria-murcia-y-granada,[],{},{}
710,https://www.ideal.es/andalucia/alerta-llegada-borrasca-ciaran-andalucia-vientos-huracanados-20231031100135-nt.html,[],{},{}
711,https://www.telesurtv.net/news/eeuu-golpe-estado-invasion-isla-granada-20181011-0032.html,[],{},{}
712,https://www.eldiario.es/temas/vueling/,[],{},{}
713,https://www.elfaromotril.es/2023/10/25/la-costa-tropical-en-aviso-amarillo-por-viento-y-fuerte-poniente-en-el-mar/,[],{},{}
714,https://www.lanacion.com.py/columnistas/2023/11/11/tormenta-y-desastre/,[],{},{}
715,https://www.granadahoy.com/granada/opositores-Granada-oposiciones-SAS-celador_0_1846915808.html,[],{},{}
